Data_godzina	Pobor_[kWh]	Generowanie_[kWh]
03.02.2020 02:00	0,716	0
03.02.2020 03:00	1,294	0
03.02.2020 04:00	1,1	0
03.02.2020 05:00	0,419	0
03.02.2020 06:00	0,371	0
03.02.2020 07:00	0,296	0
03.02.2020 08:00	0,34	0
03.02.2020 09:00	0,534	0,017
03.02.2020 10:00	0,468	0,047
03.02.2020 11:00	0,369	0,09
03.02.2020 12:00	0,214	0,165
03.02.2020 13:00	1,095	0,131
03.02.2020 14:00	1,156	0,038
03.02.2020 15:00	0,299	0,246
03.02.2020 16:00	0,51	0,034
03.02.2020 17:00	0,69	0
03.02.2020 18:00	1,137	0
03.02.2020 19:00	1,544	0
03.02.2020 20:00	1,663	0
03.02.2020 21:00	1,629	0
03.02.2020 22:00	1,408	0
03.02.2020 23:00	0,764	0
03.02.2020 00:00	1,07	0
04.02.2020 01:00	1,569	0
04.02.2020 02:00	0,902	0
04.02.2020 03:00	0,339	0
04.02.2020 04:00	0,428	0
04.02.2020 05:00	0,378	0
04.02.2020 06:00	0,374	0
04.02.2020 07:00	0,308	0
04.02.2020 08:00	0,59	0
04.02.2020 09:00	0,485	0
04.02.2020 10:00	0,533	0
04.02.2020 11:00	0,499	0,001
04.02.2020 12:00	0,525	0,002
04.02.2020 13:00	0,409	0
04.02.2020 14:00	0,764	0,044
04.02.2020 15:00	0,761	0,065
04.02.2020 16:00	0,613	0,02
04.02.2020 17:00	0,745	0
04.02.2020 18:00	0,73	0
04.02.2020 19:00	0,689	0
04.02.2020 20:00	1,027	0
04.02.2020 21:00	1,288	0
04.02.2020 22:00	1,121	0
04.02.2020 23:00	1,441	0
04.02.2020 00:00	0,535	0
05.02.2020 01:00	0,456	0
05.02.2020 02:00	0,31	0
05.02.2020 03:00	0,388	0
05.02.2020 04:00	0,365	0
05.02.2020 05:00	0,384	0
05.02.2020 06:00	0,29	0
05.02.2020 07:00	0,398	0
05.02.2020 08:00	0,375	0
05.02.2020 09:00	0,35	0,001
05.02.2020 10:00	0,184	0,068
05.02.2020 11:00	0,322	0,121
05.02.2020 12:00	0,19	0,898
05.02.2020 13:00	0,067	3,268
05.02.2020 14:00	0,449	2,911
05.02.2020 15:00	0,333	1,809
05.02.2020 16:00	1,216	0,463
05.02.2020 17:00	0,546	0,008
05.02.2020 18:00	0,81	0
05.02.2020 19:00	1,182	0
05.02.2020 20:00	1,657	0
05.02.2020 21:00	0,873	0
05.02.2020 22:00	1,016	0
05.02.2020 23:00	2,197	0
05.02.2020 00:00	0,761	0
06.02.2020 01:00	0,578	0
06.02.2020 02:00	0,48	0
06.02.2020 03:00	1,262	0
06.02.2020 04:00	0,396	0
06.02.2020 05:00	0,405	0
06.02.2020 06:00	0,312	0
06.02.2020 07:00	0,61	0
06.02.2020 08:00	0,454	0,001
06.02.2020 09:00	1,318	0,052
06.02.2020 10:00	0,956	0,065
06.02.2020 11:00	0,143	0,088
06.02.2020 12:00	1,804	0,137
06.02.2020 13:00	0,382	0,161
06.02.2020 14:00	0,452	0,106
06.02.2020 15:00	0,663	0
06.02.2020 16:00	0,907	0
06.02.2020 17:00	1,013	0
06.02.2020 18:00	1,522	0
06.02.2020 19:00	1,245	0
06.02.2020 20:00	0,934	0
06.02.2020 21:00	0,9	0
06.02.2020 22:00	0,763	0
06.02.2020 23:00	0,98	0
06.02.2020 00:00	0,879	0
07.02.2020 01:00	0,656	0
07.02.2020 02:00	0,524	0
07.02.2020 03:00	0,346	0
07.02.2020 04:00	0,34	0
07.02.2020 05:00	0,269	0
07.02.2020 06:00	0,385	0
07.02.2020 07:00	0,339	0
07.02.2020 08:00	0,788	0
07.02.2020 09:00	0,685	0
07.02.2020 10:00	0,986	0,011
07.02.2020 11:00	1,561	0,049
07.02.2020 12:00	0,349	0,218
07.02.2020 13:00	0,289	0,444
07.02.2020 14:00	0,133	0,513
07.02.2020 15:00	0,336	0,105
07.02.2020 16:00	0,154	0,443
07.02.2020 17:00	0,533	0,004
07.02.2020 18:00	1,524	0
07.02.2020 19:00	0,638	0
07.02.2020 20:00	0,845	0
07.02.2020 21:00	0,742	0
07.02.2020 22:00	0,893	0
07.02.2020 23:00	0,659	0
07.02.2020 00:00	0,579	0
08.02.2020 01:00	0,383	0
08.02.2020 02:00	0,32	0
08.02.2020 03:00	0,31	0
08.02.2020 04:00	0,386	0
08.02.2020 05:00	0,547	0
08.02.2020 06:00	1,163	0
08.02.2020 07:00	0,936	0
08.02.2020 08:00	0,198	0,109
08.02.2020 09:00	0,001	1,414
08.02.2020 10:00	0	2,883
08.02.2020 11:00	0	3,641
08.02.2020 12:00	0	3,849
08.02.2020 13:00	0	4,535
08.02.2020 14:00	0	3,584
08.02.2020 15:00	0	2,192
08.02.2020 16:00	0,027	0,608
08.02.2020 17:00	0,248	0,024
08.02.2020 18:00	0,413	0
08.02.2020 19:00	0,318	0
08.02.2020 20:00	0,384	0
08.02.2020 21:00	0,367	0
08.02.2020 22:00	0,343	0
08.02.2020 23:00	0,51	0
08.02.2020 00:00	0,71	0
09.02.2020 01:00	0,722	0
09.02.2020 02:00	2,052	0
09.02.2020 03:00	0,36	0
09.02.2020 04:00	0,308	0
09.02.2020 05:00	0,375	0
09.02.2020 06:00	0,332	0
09.02.2020 07:00	0,316	0
09.02.2020 08:00	0,2	0,075
09.02.2020 09:00	0,028	0,359
09.02.2020 10:00	0	1,531
09.02.2020 11:00	0,103	2,928
09.02.2020 12:00	0	3,873
09.02.2020 13:00	0,015	3,817
09.02.2020 14:00	0,004	2,957
09.02.2020 15:00	0,082	1,39
09.02.2020 16:00	0,245	0,301
09.02.2020 17:00	0,864	0
09.02.2020 18:00	1,055	0
09.02.2020 19:00	1,093	0
09.02.2020 20:00	2,553	0
09.02.2020 21:00	0,885	0
09.02.2020 22:00	0,697	0
09.02.2020 23:00	0,652	0
09.02.2020 00:00	0,772	0
10.02.2020 01:00	0,566	0
10.02.2020 02:00	0,491	0
10.02.2020 03:00	0,392	0
10.02.2020 04:00	0,336	0
10.02.2020 05:00	0,332	0
10.02.2020 06:00	0,385	0
10.02.2020 07:00	0,272	0
10.02.2020 08:00	0,837	0,01
10.02.2020 09:00	0,996	0,158
10.02.2020 10:00	1,639	0,214
10.02.2020 11:00	0,877	0,007
10.02.2020 12:00	0,836	0,144
10.02.2020 13:00	1,422	0,074
10.02.2020 14:00	0,793	0,031
10.02.2020 15:00	0,629	0,249
10.02.2020 16:00	2,713	0,02
10.02.2020 17:00	2,234	0
10.02.2020 18:00	0,781	0
10.02.2020 19:00	1,016	0
10.02.2020 20:00	1,037	0
10.02.2020 21:00	1,517	0
10.02.2020 22:00	0,792	0
10.02.2020 23:00	0,765	0
10.02.2020 00:00	1,396	0
11.02.2020 01:00	1,335	0
11.02.2020 02:00	1,227	0
11.02.2020 03:00	0,516	0
11.02.2020 04:00	0,349	0
11.02.2020 05:00	0,299	0
11.02.2020 06:00	0,345	0
11.02.2020 07:00	0,49	0
11.02.2020 08:00	0,517	0
11.02.2020 09:00	0,551	0,002
11.02.2020 10:00	0,303	0,057
11.02.2020 11:00	0,26	0,926
11.02.2020 12:00	0,17	0,896
11.02.2020 13:00	0,208	0,834
11.02.2020 14:00	0,164	1,011
11.02.2020 15:00	0,158	1,352
11.02.2020 16:00	1,089	0,074
11.02.2020 17:00	1,265	0,006
11.02.2020 18:00	0,644	0
11.02.2020 19:00	0,729	0
11.02.2020 20:00	0,917	0
11.02.2020 21:00	0,636	0
11.02.2020 22:00	0,752	0
11.02.2020 23:00	0,795	0
11.02.2020 00:00	0,897	0
12.02.2020 01:00	1,643	0
12.02.2020 02:00	0,543	0
12.02.2020 03:00	0,498	0
12.02.2020 04:00	0,417	0
12.02.2020 05:00	0,287	0
12.02.2020 06:00	0,388	0
12.02.2020 07:00	0,329	0
12.02.2020 08:00	0,203	0,146
12.02.2020 09:00	0,07	0,958
12.02.2020 10:00	0,417	2,255
12.02.2020 11:00	0,082	1,033
12.02.2020 12:00	0,156	0,91
12.02.2020 13:00	0,22	0,431
12.02.2020 14:00	1,361	0,695
12.02.2020 15:00	0,999	0,01
12.02.2020 16:00	1,164	0,007
12.02.2020 17:00	1,563	0
12.02.2020 18:00	1,1	0
12.02.2020 19:00	1,131	0
12.02.2020 20:00	1,296	0
12.02.2020 21:00	1,61	0
12.02.2020 22:00	1,572	0
12.02.2020 23:00	1,278	0
12.02.2020 00:00	0,813	0
13.02.2020 01:00	1,248	0
13.02.2020 02:00	1,194	0
13.02.2020 03:00	1,333	0
13.02.2020 04:00	0,391	0
13.02.2020 05:00	0,359	0
13.02.2020 06:00	0,403	0
13.02.2020 07:00	0,383	0
13.02.2020 08:00	0,438	0,163
13.02.2020 09:00	0,001	2,087
13.02.2020 10:00	0	3,397
13.02.2020 11:00	0	3,933
13.02.2020 12:00	0	5,047
13.02.2020 13:00	0	4,818
13.02.2020 14:00	0	3,288
13.02.2020 15:00	0,029	1,751
13.02.2020 16:00	0,134	0,307
13.02.2020 17:00	0,528	0,023
13.02.2020 18:00	0,7	0
13.02.2020 19:00	0,731	0
13.02.2020 20:00	0,759	0
13.02.2020 21:00	0,657	0
13.02.2020 22:00	0,694	0
13.02.2020 23:00	0,818	0
13.02.2020 00:00	1,977	0
14.02.2020 01:00	1,4	0
14.02.2020 02:00	1,379	0
14.02.2020 03:00	0,473	0
14.02.2020 04:00	0,488	0
14.02.2020 05:00	0,396	0
14.02.2020 06:00	0,407	0
14.02.2020 07:00	0,564	0
14.02.2020 08:00	0,553	0
14.02.2020 09:00	0,32	0,006
14.02.2020 10:00	0,158	0,107
14.02.2020 11:00	0,077	0,267
14.02.2020 12:00	0,16	0,031
14.02.2020 13:00	0,361	0,047
14.02.2020 14:00	0,588	0,057
14.02.2020 15:00	0,08	0,186
14.02.2020 16:00	0,241	0,178
14.02.2020 17:00	0,61	0,001
14.02.2020 18:00	1,184	0
14.02.2020 19:00	1,318	0
14.02.2020 20:00	0,469	0
14.02.2020 21:00	0,558	0
14.02.2020 22:00	0,509	0
14.02.2020 23:00	0,321	0
14.02.2020 00:00	0,424	0
15.02.2020 01:00	0,403	0
15.02.2020 02:00	0,294	0
15.02.2020 03:00	0,477	0
15.02.2020 04:00	0,511	0
15.02.2020 05:00	0,551	0
15.02.2020 06:00	0,58	0
15.02.2020 07:00	0,282	0
15.02.2020 08:00	0,141	0,07
15.02.2020 09:00	0,047	1,581
15.02.2020 10:00	0,001	2,603
15.02.2020 11:00	0	2,87
15.02.2020 12:00	0	3,144
15.02.2020 13:00	0	3,305
15.02.2020 14:00	0	3,213
15.02.2020 15:00	0,209	1,886
15.02.2020 16:00	0,035	0,653
15.02.2020 17:00	0,287	0,048
15.02.2020 18:00	0,687	0
15.02.2020 19:00	0,693	0
15.02.2020 20:00	0,569	0
15.02.2020 21:00	0,589	0
15.02.2020 22:00	0,628	0
15.02.2020 23:00	1,784	0
15.02.2020 00:00	0,837	0
16.02.2020 01:00	0,836	0
16.02.2020 02:00	0,719	0
16.02.2020 03:00	0,627	0
16.02.2020 04:00	0,489	0
16.02.2020 05:00	0,393	0
16.02.2020 06:00	0,335	0
16.02.2020 07:00	0,323	0
16.02.2020 08:00	0,166	0,164
16.02.2020 09:00	0	0,988
16.02.2020 10:00	0	1,975
16.02.2020 11:00	0,001	1,278
16.02.2020 12:00	0,235	2,988
16.02.2020 13:00	0,17	1,567
16.02.2020 14:00	0,443	0,66
16.02.2020 15:00	0,056	1,474
16.02.2020 16:00	0,107	0,493
16.02.2020 17:00	0,348	0,011
16.02.2020 18:00	0,477	0
16.02.2020 19:00	0,56	0
16.02.2020 20:00	0,561	0
16.02.2020 21:00	0,457	0
16.02.2020 22:00	0,703	0
16.02.2020 23:00	0,831	0
16.02.2020 00:00	0,769	0
17.02.2020 01:00	0,468	0
17.02.2020 02:00	1,199	0
17.02.2020 03:00	1,273	0
17.02.2020 04:00	0,474	0
17.02.2020 05:00	0,393	0
17.02.2020 06:00	0,335	0
17.02.2020 07:00	0,343	0
17.02.2020 08:00	0,315	0,006
17.02.2020 09:00	0,695	0,126
17.02.2020 10:00	0,091	1,794
17.02.2020 11:00	0,672	2,359
17.02.2020 12:00	0,491	2,531
17.02.2020 13:00	0,781	2,228
17.02.2020 14:00	0,299	1,214
17.02.2020 15:00	0,342	0,224
17.02.2020 16:00	0,427	0,101
17.02.2020 17:00	0,679	0
17.02.2020 18:00	0,939	0
17.02.2020 19:00	1,924	0
17.02.2020 20:00	1,2	0
17.02.2020 21:00	1,132	0
17.02.2020 22:00	1,395	0
17.02.2020 23:00	1,573	0
17.02.2020 00:00	0,698	0
18.02.2020 01:00	1,035	0
18.02.2020 02:00	1,181	0
18.02.2020 03:00	0,322	0
18.02.2020 04:00	0,272	0
18.02.2020 05:00	0,269	0
18.02.2020 06:00	0,343	0
18.02.2020 07:00	0,295	0
18.02.2020 08:00	0,226	0,202
18.02.2020 09:00	0,028	1,689
18.02.2020 10:00	0	3,629
18.02.2020 11:00	0,085	1,371
18.02.2020 12:00	0,289	2,657
18.02.2020 13:00	0,026	2,58
18.02.2020 14:00	0,069	1,495
18.02.2020 15:00	0,146	1,513
18.02.2020 16:00	1,018	0,302
18.02.2020 17:00	1,569	0,01
18.02.2020 18:00	0,583	0
18.02.2020 19:00	0,995	0
18.02.2020 20:00	0,701	0
18.02.2020 21:00	0,725	0
18.02.2020 22:00	0,756	0
18.02.2020 23:00	0,863	0
18.02.2020 00:00	0,897	0
19.02.2020 01:00	1,498	0
19.02.2020 02:00	1,732	0
19.02.2020 03:00	0,681	0
19.02.2020 04:00	0,455	0
19.02.2020 05:00	0,328	0
19.02.2020 06:00	0,304	0
19.02.2020 07:00	0,393	0
19.02.2020 08:00	0,243	0,023
19.02.2020 09:00	0,038	0,324
19.02.2020 10:00	0,257	2,672
19.02.2020 11:00	0,003	3,032
19.02.2020 12:00	0	4,46
19.02.2020 13:00	0,56	1,972
19.02.2020 14:00	0,357	0,763
19.02.2020 15:00	0,418	0,271
19.02.2020 16:00	0,831	0,094
19.02.2020 17:00	1,196	0
19.02.2020 18:00	0,633	0
19.02.2020 19:00	0,746	0
19.02.2020 20:00	1,147	0
19.02.2020 21:00	1,056	0
19.02.2020 22:00	1,386	0
19.02.2020 23:00	1,271	0
19.02.2020 00:00	1,456	0
20.02.2020 01:00	1,729	0
20.02.2020 02:00	1,302	0
20.02.2020 03:00	0,513	0
20.02.2020 04:00	0,578	0
20.02.2020 05:00	0,382	0
20.02.2020 06:00	0,357	0
20.02.2020 07:00	0,397	0
20.02.2020 08:00	0,589	0
20.02.2020 09:00	0,229	0,025
20.02.2020 10:00	0,091	0,232
20.02.2020 11:00	0,112	1,176
20.02.2020 12:00	0,003	1,621
20.02.2020 13:00	0,165	0,748
20.02.2020 14:00	0,174	0,466
20.02.2020 15:00	0,025	1,03
20.02.2020 16:00	0,292	0,63
20.02.2020 17:00	0,287	0,069
20.02.2020 18:00	0,981	0
20.02.2020 19:00	0,655	0
20.02.2020 20:00	0,488	0
20.02.2020 21:00	0,575	0
20.02.2020 22:00	0,519	0
20.02.2020 23:00	0,733	0
20.02.2020 00:00	0,745	0
21.02.2020 01:00	1,311	0
21.02.2020 02:00	1,207	0
21.02.2020 03:00	0,417	0
21.02.2020 04:00	0,475	0
21.02.2020 05:00	0,445	0
21.02.2020 06:00	0,399	0
21.02.2020 07:00	0,465	0
21.02.2020 08:00	0,657	0
21.02.2020 09:00	0,382	0,008
21.02.2020 10:00	0,545	0,005
21.02.2020 11:00	0,259	0,205
21.02.2020 12:00	0,158	0,281
21.02.2020 13:00	0,799	0,021
21.02.2020 14:00	0,423	0,153
21.02.2020 15:00	0,454	0,449
21.02.2020 16:00	0,97	0,298
21.02.2020 17:00	0,928	0,01
21.02.2020 18:00	0,789	0
21.02.2020 19:00	0,802	0
21.02.2020 20:00	0,82	0
21.02.2020 21:00	0,628	0
21.02.2020 22:00	2,259	0
21.02.2020 23:00	0,735	0
21.02.2020 00:00	0,61	0
22.02.2020 01:00	0,973	0
22.02.2020 02:00	1,28	0
22.02.2020 03:00	0,389	0
22.02.2020 04:00	0,451	0
22.02.2020 05:00	0,367	0
22.02.2020 06:00	0,416	0
22.02.2020 07:00	0,468	0
22.02.2020 08:00	0,122	0,339
22.02.2020 09:00	0,04	0,883
22.02.2020 10:00	0,008	0,953
22.02.2020 11:00	0,045	0,485
22.02.2020 12:00	0,017	0,632
22.02.2020 13:00	0,206	1,704
22.02.2020 14:00	0,063	3,677
22.02.2020 15:00	0,186	1,671
22.02.2020 16:00	0,689	0,1
22.02.2020 17:00	1,628	0,003
22.02.2020 18:00	0,811	0
22.02.2020 19:00	0,893	0
22.02.2020 20:00	0,829	0
22.02.2020 21:00	0,938	0
22.02.2020 22:00	0,816	0
22.02.2020 23:00	0,602	0
22.02.2020 00:00	0,446	0
23.02.2020 01:00	0,495	0
23.02.2020 02:00	0,418	0
23.02.2020 03:00	0,407	0
23.02.2020 04:00	0,456	0
23.02.2020 05:00	0,455	0
23.02.2020 06:00	0,384	0
23.02.2020 07:00	0,553	0
23.02.2020 08:00	0,405	0
23.02.2020 09:00	0,456	0
23.02.2020 10:00	0,718	0
23.02.2020 11:00	0,359	0,039
23.02.2020 12:00	0,529	0,046
23.02.2020 13:00	0,53	0,004
23.02.2020 14:00	0,81	0,034
23.02.2020 15:00	2,107	0
23.02.2020 16:00	1,164	0
23.02.2020 17:00	0,708	0
23.02.2020 18:00	0,609	0
23.02.2020 19:00	0,768	0
23.02.2020 20:00	0,73	0
23.02.2020 21:00	0,724	0
23.02.2020 22:00	0,982	0
23.02.2020 23:00	0,772	0
23.02.2020 00:00	0,537	0
24.02.2020 01:00	1,001	0
24.02.2020 02:00	1,185	0
24.02.2020 03:00	0,496	0
24.02.2020 04:00	0,42	0
24.02.2020 05:00	0,431	0
24.02.2020 06:00	0,477	0
24.02.2020 07:00	0,455	0
24.02.2020 08:00	0,266	0,093
24.02.2020 09:00	0,156	0,274
24.02.2020 10:00	0,076	0,356
24.02.2020 11:00	0,382	0,661
24.02.2020 12:00	0,744	0,205
24.02.2020 13:00	1,279	0,131
24.02.2020 14:00	0,705	0,064
24.02.2020 15:00	0,046	1,064
24.02.2020 16:00	0,241	0,598
24.02.2020 17:00	0,574	0,014
24.02.2020 18:00	0,826	0
24.02.2020 19:00	0,83	0
24.02.2020 20:00	0,845	0
24.02.2020 21:00	0,863	0
24.02.2020 22:00	0,77	0
24.02.2020 23:00	0,558	0
24.02.2020 00:00	0,609	0
25.02.2020 01:00	0,533	0
25.02.2020 02:00	0,397	0
25.02.2020 03:00	0,3	0
25.02.2020 04:00	0,398	0
25.02.2020 05:00	0,275	0
25.02.2020 06:00	0,346	0
25.02.2020 07:00	0,384	0
25.02.2020 08:00	0,476	0,005
25.02.2020 09:00	0,12	0,125
25.02.2020 10:00	0,049	0,26
25.02.2020 11:00	0,002	0,593
25.02.2020 12:00	0,002	0,595
25.02.2020 13:00	0,701	0,527
25.02.2020 14:00	0,926	0,265
25.02.2020 15:00	0,271	0,266
25.02.2020 16:00	0,925	0,125
25.02.2020 17:00	2,018	0,002
25.02.2020 18:00	0,881	0
25.02.2020 19:00	0,544	0
25.02.2020 20:00	0,606	0
25.02.2020 21:00	0,694	0
25.02.2020 22:00	0,95	0
25.02.2020 23:00	0,764	0
25.02.2020 00:00	0,647	0
26.02.2020 01:00	0,544	0
26.02.2020 02:00	0,449	0
26.02.2020 03:00	0,477	0
26.02.2020 04:00	0,352	0
26.02.2020 05:00	0,362	0
26.02.2020 06:00	0,283	0
26.02.2020 07:00	0,39	0
26.02.2020 08:00	0,178	0,079
26.02.2020 09:00	0,089	0,175
26.02.2020 10:00	0,017	0,256
26.02.2020 11:00	0,668	0,659
26.02.2020 12:00	0,206	0,511
26.02.2020 13:00	2,066	0,468
26.02.2020 14:00	0,458	0,344
26.02.2020 15:00	1,016	0,008
26.02.2020 16:00	0,875	0,022
26.02.2020 17:00	1,212	0
26.02.2020 18:00	2,066	0
26.02.2020 19:00	1,43	0
26.02.2020 20:00	1,111	0
26.02.2020 21:00	1,018	0
26.02.2020 22:00	0,771	0
26.02.2020 23:00	0,904	0
26.02.2020 00:00	0,85	0
27.02.2020 01:00	0,512	0
27.02.2020 02:00	1,025	0
27.02.2020 03:00	1,164	0
27.02.2020 04:00	0,337	0
27.02.2020 05:00	0,317	0
27.02.2020 06:00	0,379	0
27.02.2020 07:00	0,382	0
27.02.2020 08:00	0,406	0,288
27.02.2020 09:00	0,01	0,78
27.02.2020 10:00	0,029	0,461
27.02.2020 11:00	0,003	2,556
27.02.2020 12:00	0,022	3,134
27.02.2020 13:00	0,08	2,046
27.02.2020 14:00	0,182	1,394
27.02.2020 15:00	0,203	0,678
27.02.2020 16:00	0,441	0,086
27.02.2020 17:00	0,842	0,014
27.02.2020 18:00	1,211	0
27.02.2020 19:00	0,933	0
27.02.2020 20:00	0,843	0
27.02.2020 21:00	0,603	0
27.02.2020 22:00	1,466	0
27.02.2020 23:00	0,851	0
27.02.2020 00:00	0,722	0
28.02.2020 01:00	1,745	0
28.02.2020 02:00	0,801	0
28.02.2020 03:00	0,372	0
28.02.2020 04:00	0,258	0
28.02.2020 05:00	0,344	0
28.02.2020 06:00	0,321	0
28.02.2020 07:00	0,316	0
28.02.2020 08:00	0,409	0
28.02.2020 09:00	0,371	0
28.02.2020 10:00	0,423	0,052
28.02.2020 11:00	0,296	0,091
28.02.2020 12:00	0,302	0,061
28.02.2020 13:00	0,039	0,939
28.02.2020 14:00	0,079	1,87
28.02.2020 15:00	0,234	1,398
28.02.2020 16:00	1,151	0,05
28.02.2020 17:00	1,211	0,025
28.02.2020 18:00	0,483	0
28.02.2020 19:00	0,436	0
28.02.2020 20:00	0,527	0
28.02.2020 21:00	0,729	0
28.02.2020 22:00	0,73	0
28.02.2020 23:00	0,614	0
28.02.2020 00:00	0,339	0
29.02.2020 01:00	0,296	0
29.02.2020 02:00	0,298	0
29.02.2020 03:00	0,388	0
29.02.2020 04:00	0,477	0
29.02.2020 05:00	0,308	0
29.02.2020 06:00	0,317	0
29.02.2020 07:00	0,347	0
29.02.2020 08:00	0,174	0,056
29.02.2020 09:00	0,165	0,243
29.02.2020 10:00	0,501	0,713
29.02.2020 11:00	0,042	2,683
29.02.2020 12:00	0,45	1,952
29.02.2020 13:00	0,09	1,699
29.02.2020 14:00	0,069	1,086
29.02.2020 15:00	0,39	0,403
29.02.2020 16:00	2,36	0,129
29.02.2020 17:00	2,032	0,012
29.02.2020 18:00	1,49	0
29.02.2020 19:00	0,666	0
29.02.2020 20:00	1,603	0
29.02.2020 21:00	1,513	0
29.02.2020 22:00	0,984	0
29.02.2020 23:00	0,828	0
29.02.2020 00:00	0,704	0
01.03.2020 01:00	0,443	0
01.03.2020 02:00	0,315	0
01.03.2020 03:00	0,299	0
01.03.2020 04:00	0,373	0
01.03.2020 05:00	0,376	0
01.03.2020 06:00	0,311	0
01.03.2020 07:00	0,302	0
01.03.2020 08:00	0,29	0,013
01.03.2020 09:00	0,205	0,14
01.03.2020 10:00	0,095	1,253
01.03.2020 11:00	0	3,251
01.03.2020 12:00	0,256	3,81
01.03.2020 13:00	0,428	0,519
01.03.2020 14:00	1,028	0,683
01.03.2020 15:00	0,413	2,274
01.03.2020 16:00	0,383	1,147
01.03.2020 17:00	0,317	0,049
01.03.2020 18:00	1,111	0
01.03.2020 19:00	1,514	0
01.03.2020 20:00	1,347	0
01.03.2020 21:00	1,557	0
01.03.2020 22:00	0,852	0
01.03.2020 23:00	1,312	0
01.03.2020 00:00	0,7	0
02.03.2020 01:00	0,755	0
02.03.2020 02:00	0,565	0
02.03.2020 03:00	0,398	0
02.03.2020 04:00	0,275	0
02.03.2020 05:00	0,349	0
02.03.2020 06:00	0,389	0
02.03.2020 07:00	0,341	0
02.03.2020 08:00	0,299	0,029
02.03.2020 09:00	0,815	0,034
02.03.2020 10:00	0,303	0,117
02.03.2020 11:00	0,162	0,142
02.03.2020 12:00	0,577	0,364
02.03.2020 13:00	0,765	0,187
02.03.2020 14:00	0,821	0,406
02.03.2020 15:00	0,03	1,672
02.03.2020 16:00	0,172	0,591
02.03.2020 17:00	0,563	0,012
02.03.2020 18:00	0,531	0,001
02.03.2020 19:00	0,441	0
02.03.2020 20:00	0,607	0
02.03.2020 21:00	0,749	0
02.03.2020 22:00	0,673	0
02.03.2020 23:00	0,686	0
02.03.2020 00:00	0,421	0
03.03.2020 01:00	0,374	0
03.03.2020 02:00	0,339	0
03.03.2020 03:00	0,32	0
03.03.2020 04:00	0,31	0
03.03.2020 05:00	0,397	0
03.03.2020 06:00	0,286	0
03.03.2020 07:00	0,427	0
03.03.2020 08:00	0,33	0,018
03.03.2020 09:00	1,392	0,052
03.03.2020 10:00	0,78	0,107
03.03.2020 11:00	0,094	0,164
03.03.2020 12:00	0,001	0,483
03.03.2020 13:00	0,001	0,796
03.03.2020 14:00	0,007	0,429
03.03.2020 15:00	0,051	0,325
03.03.2020 16:00	0,604	0,018
03.03.2020 17:00	0,339	0,012
03.03.2020 18:00	0,449	0
03.03.2020 19:00	0,52	0
03.03.2020 20:00	0,462	0
03.03.2020 21:00	0,547	0
03.03.2020 22:00	0,42	0
03.03.2020 23:00	0,504	0
03.03.2020 00:00	0,438	0
04.03.2020 01:00	0,36	0
04.03.2020 02:00	0,261	0
04.03.2020 03:00	0,369	0
04.03.2020 04:00	0,321	0
04.03.2020 05:00	0,304	0
04.03.2020 06:00	0,308	0
04.03.2020 07:00	0,341	0
04.03.2020 08:00	0,203	0,074
04.03.2020 09:00	0,095	0,17
04.03.2020 10:00	0	0,512
04.03.2020 11:00	0,001	0,954
04.03.2020 12:00	0	1,028
04.03.2020 13:00	0	0,967
04.03.2020 14:00	0,494	0,848
04.03.2020 15:00	0,008	0,637
04.03.2020 16:00	0,075	0,432
04.03.2020 17:00	0,337	0,132
04.03.2020 18:00	0,721	0,001
04.03.2020 19:00	0,76	0
04.03.2020 20:00	0,612	0
04.03.2020 21:00	0,748	0
04.03.2020 22:00	0,798	0
04.03.2020 23:00	0,809	0
04.03.2020 00:00	0,456	0
05.03.2020 01:00	1,263	0
05.03.2020 02:00	0,84	0
05.03.2020 03:00	0,284	0
05.03.2020 04:00	0,33	0
05.03.2020 05:00	0,347	0
05.03.2020 06:00	0,261	0
05.03.2020 07:00	0,439	0,008
05.03.2020 08:00	0,031	1,092
05.03.2020 09:00	0,008	2,719
05.03.2020 10:00	0	4,894
05.03.2020 11:00	0	5,78
05.03.2020 12:00	0	6,167
05.03.2020 13:00	0	5,85
05.03.2020 14:00	0	4,85
05.03.2020 15:00	0	2,009
05.03.2020 16:00	0,005	1,245
05.03.2020 17:00	0,062	0,245
05.03.2020 18:00	0,438	0,001
05.03.2020 19:00	0,772	0
05.03.2020 20:00	0,549	0
05.03.2020 21:00	0,675	0
05.03.2020 22:00	0,724	0
05.03.2020 23:00	1,283	0
05.03.2020 00:00	1,455	0
06.03.2020 01:00	0,547	0
06.03.2020 02:00	0,607	0
06.03.2020 03:00	0,363	0
06.03.2020 04:00	0,303	0
06.03.2020 05:00	0,274	0
06.03.2020 06:00	0,365	0
06.03.2020 07:00	0,456	0
06.03.2020 08:00	0,56	0,004
06.03.2020 09:00	0,074	0,231
06.03.2020 10:00	0,001	0,695
06.03.2020 11:00	0	1,994
06.03.2020 12:00	0,03	0,465
06.03.2020 13:00	0,094	0,285
06.03.2020 14:00	0,135	0,555
06.03.2020 15:00	0,393	0,179
06.03.2020 16:00	0,401	0,036
06.03.2020 17:00	0,431	0,005
06.03.2020 18:00	0,527	0
06.03.2020 19:00	0,629	0
06.03.2020 20:00	0,546	0
06.03.2020 21:00	0,621	0
06.03.2020 22:00	0,604	0
