data_i	kod_k	kod_u
22.03.2019	PL	11672
22.03.2019	PL	7353
22.03.2019	RU	7280
22.03.2019	RU	7333
22.03.2019	RU	7219
22.03.2019	RU	7219
22.03.2019	SD	15189
22.03.2019	SE	7437
22.03.2019	SI	11770
22.03.2019	TW	11013
22.03.2019	UA	11211
22.03.2019	UA	7212
22.03.2019	US	11505
22.03.2019	US	11512
22.03.2019	US	11634
22.03.2019	US	15158
22.03.2019	US	15188
22.03.2019	US	15188
22.03.2019	US	11178
22.03.2019	US	11169
22.03.2019	US	14464
22.03.2019	US	9809
22.03.2019	US	6821
22.03.2019	US	9240
22.03.2019	US	9606
22.03.2019	US	9517
22.03.2019	US	9258
22.03.2019	US	5093
22.03.2019	US	5071
22.03.2019	US	4997
22.03.2019	US	4997
22.03.2019	US	4888
22.03.2019	US	4941
22.03.2019	US	4883
22.03.2019	US	5062
22.03.2019	US	5012
22.03.2019	US	8254
22.03.2019	US	8852
22.03.2019	US	12131
22.03.2019	US	9224
22.03.2019	US	10366
22.03.2019	US	14884
22.03.2019	US	11109
22.03.2019	US	8581
22.03.2019	US	8653
22.03.2019	US	8630
22.03.2019	UY	15182
23.03.2019	AR	11183
23.03.2019	BA	11182
23.03.2019	BD	11942
23.03.2019	BD	11200
23.03.2019	BD	10790
23.03.2019	BO	10790
23.03.2019	BR	11526
23.03.2019	BR	11528
23.03.2019	CH	11528
23.03.2019	CH	15114
23.03.2019	CH	15114
23.03.2019	CO	8610
23.03.2019	CZ	12015
23.03.2019	CZ	10943
23.03.2019	CZ	11006
23.03.2019	DE	11945
23.03.2019	DE	11934
23.03.2019	DE	11153
23.03.2019	DE	12029
23.03.2019	DE	11433
23.03.2019	DE	11604
23.03.2019	EC	10987
23.03.2019	EG	11296
23.03.2019	ES	11296
23.03.2019	ES	11655
23.03.2019	GB	4835
23.03.2019	GB	4947
23.03.2019	GB	4903
23.03.2019	GR	13150
23.03.2019	GR	10959
23.03.2019	HU	10959
23.03.2019	IL	10959
23.03.2019	IN	11513
23.03.2019	IN	12054
23.03.2019	IN	11635
23.03.2019	IN	11484
23.03.2019	IN	11210
23.03.2019	IN	11277
23.03.2019	IR	11431
23.03.2019	IT	7492
23.03.2019	JM	7377
23.03.2019	MY	15142
23.03.2019	NL	11672
23.03.2019	NL	11443
23.03.2019	NO	7280
23.03.2019	NZ	7219
23.03.2019	NZ	8627
23.03.2019	PH	15129
23.03.2019	PH	11211
23.03.2019	PL	15169
23.03.2019	PL	8601
23.03.2019	PL	8602
23.03.2019	PL	8619
23.03.2019	PT	8574
23.03.2019	RE	15164
23.03.2019	RS	8621
23.03.2019	RS	11505
23.03.2019	SE	11508
23.03.2019	SG	11634
23.03.2019	TH	11634
23.03.2019	TH	15181
23.03.2019	TH	15124
23.03.2019	TR	15158
23.03.2019	UA	11897
23.03.2019	UA	15574
23.03.2019	UA	11171
23.03.2019	UA	14416
23.03.2019	US	13267
23.03.2019	US	801
23.03.2019	US	9642
23.03.2019	US	12717
23.03.2019	US	5040
23.03.2019	US	5040
23.03.2019	US	5022
23.03.2019	US	5022
23.03.2019	US	5119
23.03.2019	US	5126
23.03.2019	US	4890
23.03.2019	US	4883
23.03.2019	US	5008
23.03.2019	US	4992
23.03.2019	US	5062
23.03.2019	US	5012
23.03.2019	US	5134
23.03.2019	US	5131
23.03.2019	US	4921
23.03.2019	US	8001
23.03.2019	US	9441
23.03.2019	US	9442
23.03.2019	US	9438
23.03.2019	US	9451
23.03.2019	US	9451
23.03.2019	US	13407
23.03.2019	US	10709
23.03.2019	VN	7086
23.03.2019	VN	13303
23.03.2019	VN	14884
23.03.2019	ZA	9098
24.03.2019	AE	8653
24.03.2019	AT	5043
24.03.2019	AT	1307
24.03.2019	BD	15182
24.03.2019	BE	11158
24.03.2019	BO	11158
24.03.2019	BR	8623
24.03.2019	CL	8547
24.03.2019	CO	4196
24.03.2019	CO	11528
24.03.2019	CR	11528
24.03.2019	CZ	11528
24.03.2019	DE	11529
24.03.2019	DE	7302
24.03.2019	DE	15154
24.03.2019	DE	4187
24.03.2019	DE	10941
24.03.2019	DE	10941
24.03.2019	EG	11011
24.03.2019	EG	11006
24.03.2019	ES	11658
24.03.2019	ES	8595
24.03.2019	GB	11642
24.03.2019	GB	4847
24.03.2019	GB	4944
24.03.2019	GR	7753
24.03.2019	GR	11198
24.03.2019	GR	11032
24.03.2019	HU	12021
24.03.2019	IL	11350
24.03.2019	IL	11911
24.03.2019	IN	10966
24.03.2019	IN	10968
24.03.2019	IN	10968
24.03.2019	IR	11276
24.03.2019	IT	11431
24.03.2019	IT	11855
24.03.2019	IT	11206
24.03.2019	MA	11672
24.03.2019	MA	7353
24.03.2019	MX	7451
24.03.2019	MY	11780
24.03.2019	NI	7271
24.03.2019	NL	15127
24.03.2019	NL	15782
24.03.2019	NL	8558
24.03.2019	NL	8601
24.03.2019	NL	8619
24.03.2019	PH	8619
24.03.2019	PH	7212
24.03.2019	PH	7212
24.03.2019	PL	15130
24.03.2019	PL	11184
24.03.2019	PL	11505
24.03.2019	PT	11508
24.03.2019	PY	11634
24.03.2019	RO	11634
24.03.2019	RO	7453
24.03.2019	RO	15513
24.03.2019	RS	15188
24.03.2019	RU	11917
24.03.2019	RU	11166
24.03.2019	RU	14460
24.03.2019	SE	14427
24.03.2019	TW	14416
24.03.2019	UA	5408
24.03.2019	UA	1399
24.03.2019	UA	12555
24.03.2019	UA	12800
24.03.2019	US	6475
24.03.2019	US	12525
24.03.2019	US	12718
24.03.2019	US	5022
24.03.2019	US	4888
24.03.2019	US	5068
24.03.2019	US	5068
24.03.2019	US	4970
24.03.2019	US	4970
24.03.2019	US	5008
24.03.2019	US	5078
24.03.2019	US	5087
24.03.2019	US	5062
24.03.2019	US	5012
24.03.2019	US	5131
24.03.2019	US	4960
24.03.2019	US	6342
24.03.2019	US	9442
24.03.2019	US	8092
24.03.2019	US	8104
24.03.2019	US	13178
24.03.2019	US	2043
24.03.2019	US	14876
24.03.2019	US	10994
24.03.2019	US	11110
24.03.2019	US	11503
24.03.2019	US	12010
24.03.2019	US	11224
24.03.2019	YE	11224
25.03.2019	AR	129
25.03.2019	AR	1307
25.03.2019	AR	1307
25.03.2019	AU	11940
25.03.2019	AU	4182
25.03.2019	BD	4186
25.03.2019	BG	7302
25.03.2019	BR	7218
25.03.2019	BY	15114
25.03.2019	CA	15114
25.03.2019	DE	11468
25.03.2019	DE	12015
25.03.2019	DE	10943
25.03.2019	DE	10943
25.03.2019	DE	10943
25.03.2019	DE	8553
25.03.2019	DK	11935
25.03.2019	DK	7234
25.03.2019	DK	11296
25.03.2019	EE	11305
25.03.2019	ES	11655
25.03.2019	ES	11645
25.03.2019	ES	11033
25.03.2019	ES	11033
25.03.2019	FR	11105
25.03.2019	GB	11484
25.03.2019	GB	11270
25.03.2019	GB	11208
25.03.2019	HN	11206
25.03.2019	HU	11792
25.03.2019	IL	8629
25.03.2019	IN	7495
25.03.2019	IN	7413
25.03.2019	IN	4686
25.03.2019	IN	4208
25.03.2019	IN	4208
25.03.2019	IN	7219
25.03.2019	IN	15780
25.03.2019	IR	11211
25.03.2019	IR	8608
25.03.2019	IR	8620
25.03.2019	IT	8620
25.03.2019	MM	11939
25.03.2019	MM	8575
25.03.2019	NL	8575
25.03.2019	NZ	15201
25.03.2019	PL	4184
25.03.2019	PL	7395
25.03.2019	PL	7395
25.03.2019	PL	11505
25.03.2019	PT	11505
25.03.2019	RO	11505
25.03.2019	RS	11505
25.03.2019	RU	11508
25.03.2019	RU	11632
25.03.2019	SE	11634
25.03.2019	SE	11634
25.03.2019	TH	4214
25.03.2019	TH	4203
25.03.2019	TH	14567
25.03.2019	TN	2509
25.03.2019	TR	12626
25.03.2019	UA	2821
25.03.2019	US	13734
25.03.2019	US	5022
25.03.2019	US	5059
25.03.2019	US	5059
25.03.2019	US	4888
25.03.2019	US	5112
25.03.2019	US	4941
25.03.2019	US	5008
25.03.2019	US	5136
25.03.2019	US	5078
25.03.2019	US	5012
25.03.2019	US	2255
25.03.2019	US	9441
25.03.2019	US	9438
25.03.2019	US	9451
25.03.2019	US	9444
25.03.2019	US	9444
25.03.2019	US	7006
25.03.2019	US	9232
25.03.2019	US	8092
25.03.2019	US	9532
25.03.2019	US	6860
25.03.2019	US	13572
25.03.2019	US	13651
25.03.2019	US	5892
25.03.2019	US	6688
25.03.2019	US	8581
25.03.2019	US	8653
25.03.2019	US	11940
25.03.2019	US	4182
25.03.2019	US	10790
25.03.2019	US	11526
25.03.2019	US	11528
25.03.2019	US	7302
25.03.2019	US	7302
26.03.2019	AE	7191
26.03.2019	AE	15114
26.03.2019	AU	11459
26.03.2019	AZ	12015
26.03.2019	BE	12019
26.03.2019	BG	10941
26.03.2019	BO	7431
26.03.2019	BR	11011
26.03.2019	BY	11006
26.03.2019	CH	8592
26.03.2019	CH	11945
26.03.2019	CL	11934
26.03.2019	CL	11433
26.03.2019	CO	7234
26.03.2019	CZ	11656
26.03.2019	CZ	11513
26.03.2019	CZ	11484
26.03.2019	DE	11270
26.03.2019	DE	11270
26.03.2019	DE	10968
26.03.2019	DE	11208
26.03.2019	DE	11214
26.03.2019	DE	11870
26.03.2019	DE	11108
26.03.2019	DE	11108
26.03.2019	DE	15577
26.03.2019	DE	7492
26.03.2019	DK	7377
26.03.2019	DZ	11443
26.03.2019	ES	7280
26.03.2019	ES	11780
26.03.2019	FR	8646
26.03.2019	GB	8456
26.03.2019	GB	7291
26.03.2019	GB	15780
26.03.2019	GB	8523
26.03.2019	GB	11211
26.03.2019	GT	8608
26.03.2019	GT	8601
26.03.2019	IN	15164
26.03.2019	IN	4184
26.03.2019	IN	11505
26.03.2019	IN	11505
26.03.2019	IN	11508
26.03.2019	IR	11632
26.03.2019	IT	11632
26.03.2019	IT	11632
26.03.2019	IT	11627
26.03.2019	IT	11634
26.03.2019	MK	15681
26.03.2019	MM	11825
26.03.2019	MT	15158
26.03.2019	NL	13995
26.03.2019	NL	11025
26.03.2019	PH	14501
26.03.2019	PK	14464
26.03.2019	PK	13209
26.03.2019	RO	6893
26.03.2019	RO	6821
26.03.2019	RO	13949
26.03.2019	RU	12556
26.03.2019	TH	3617
26.03.2019	UA	4997
26.03.2019	UA	4883
26.03.2019	UA	5008
26.03.2019	UA	4909
26.03.2019	US	4909
26.03.2019	US	5061
26.03.2019	US	4881
26.03.2019	US	5062
26.03.2019	US	9434
26.03.2019	US	7103
26.03.2019	US	9640
26.03.2019	US	10736
26.03.2019	US	6853
26.03.2019	US	14976
26.03.2019	US	14631
26.03.2019	US	11405
26.03.2019	US	12080
26.03.2019	US	12080
26.03.2019	US	11503
26.03.2019	US	8665
26.03.2019	US	11182
26.03.2019	US	11942
26.03.2019	US	11940
26.03.2019	US	15553
26.03.2019	US	15451
26.03.2019	US	11528
26.03.2019	US	11528
26.03.2019	US	7302
26.03.2019	US	7262
26.03.2019	US	7262
26.03.2019	US	15114
26.03.2019	US	12019
26.03.2019	US	10943
26.03.2019	UY	8655
26.03.2019	UY	11731
26.03.2019	UY	11731
26.03.2019	VN	10926
26.03.2019	VN	11935
27.03.2019	BE	11152
27.03.2019	BG	11152
27.03.2019	BR	11433
27.03.2019	BR	7498
27.03.2019	BR	11296
27.03.2019	BY	11296
27.03.2019	CN	11296
27.03.2019	CO	11296
27.03.2019	CR	11296
27.03.2019	CZ	11656
27.03.2019	CZ	11656
27.03.2019	CZ	15192
27.03.2019	DE	11514
27.03.2019	DE	11635
27.03.2019	DE	11208
27.03.2019	DE	11213
27.03.2019	DE	11206
27.03.2019	ES	7377
27.03.2019	ES	11674
27.03.2019	FR	11674
27.03.2019	GB	7372
27.03.2019	GB	7372
27.03.2019	GB	15189
27.03.2019	GR	11211
27.03.2019	GR	11211
27.03.2019	HU	11803
27.03.2019	IL	8633
27.03.2019	IN	14990
27.03.2019	IN	15164
27.03.2019	IN	15166
27.03.2019	IN	4667
27.03.2019	IN	11510
27.03.2019	IN	14901
27.03.2019	IQ	15158
27.03.2019	IR	15188
27.03.2019	IT	11217
27.03.2019	IT	15410
27.03.2019	IT	15410
27.03.2019	IT	11166
27.03.2019	IT	14434
27.03.2019	IT	14464
27.03.2019	JO	881
27.03.2019	NL	979
27.03.2019	NL	13971
27.03.2019	PE	9240
27.03.2019	PH	12603
27.03.2019	PH	9508
27.03.2019	PK	9642
27.03.2019	PL	9496
27.03.2019	PL	9252
27.03.2019	PT	9252
27.03.2019	QA	12743
27.03.2019	RO	12743
27.03.2019	RU	5071
27.03.2019	RU	5059
27.03.2019	SA	5059
27.03.2019	SE	4898
27.03.2019	SE	4997
27.03.2019	SE	5120
27.03.2019	SE	4888
27.03.2019	TH	4890
27.03.2019	TW	4989
27.03.2019	UA	4983
27.03.2019	US	5136
27.03.2019	US	5136
27.03.2019	US	5136
27.03.2019	US	4979
27.03.2019	US	5099
27.03.2019	US	5134
27.03.2019	US	4921
27.03.2019	US	9441
27.03.2019	US	9442
27.03.2019	US	9451
27.03.2019	US	9444
27.03.2019	US	9444
27.03.2019	US	9444
27.03.2019	US	13390
27.03.2019	US	12410
27.03.2019	US	10673
27.03.2019	US	10724
27.03.2019	US	6853
27.03.2019	US	13364
27.03.2019	US	6827
27.03.2019	US	11109
27.03.2019	US	11503
27.03.2019	US	8628
27.03.2019	US	11182
28.03.2019	AR	11940
28.03.2019	AR	10659
28.03.2019	AR	7240
28.03.2019	AR	7348
28.03.2019	AR	10790
28.03.2019	AR	4196
28.03.2019	AT	11526
28.03.2019	BE	11526
28.03.2019	BR	11528
28.03.2019	BY	7218
28.03.2019	BY	7218
28.03.2019	CH	15114
28.03.2019	CH	10943
28.03.2019	CN	10943
28.03.2019	DE	10941
28.03.2019	DE	10941
28.03.2019	DE	10942
28.03.2019	DE	11278
28.03.2019	DE	8655
28.03.2019	DE	3942
28.03.2019	DE	11934
28.03.2019	DE	11433
28.03.2019	DE	11645
28.03.2019	DE	11546
28.03.2019	DE	5051
28.03.2019	DE	11515
28.03.2019	DE	11105
28.03.2019	DK	11383
28.03.2019	ES	12021
28.03.2019	FI	11911
28.03.2019	GB	11270
28.03.2019	GB	11846
28.03.2019	GB	11846
28.03.2019	GB	11210
28.03.2019	GB	11436
28.03.2019	GR	11438
28.03.2019	HK	11855
28.03.2019	HU	7377
28.03.2019	HU	11443
28.03.2019	HU	7353
28.03.2019	HU	7353
28.03.2019	IE	7495
28.03.2019	IL	7495
28.03.2019	IN	7293
28.03.2019	IN	15189
28.03.2019	IN	15189
28.03.2019	IN	7443
28.03.2019	IR	7443
28.03.2019	IR	8561
28.03.2019	IR	15190
28.03.2019	IR	15129
28.03.2019	IR	11586
28.03.2019	IR	11013
28.03.2019	IT	15153
28.03.2019	IT	15166
28.03.2019	IT	15211
28.03.2019	IT	11505
28.03.2019	KZ	11632
28.03.2019	MK	11632
28.03.2019	NL	11632
28.03.2019	NL	15123
28.03.2019	NO	15188
28.03.2019	NZ	11161
28.03.2019	PE	11161
28.03.2019	PH	6939
28.03.2019	PH	804
28.03.2019	PH	2509
28.03.2019	PL	9642
28.03.2019	PL	9642
28.03.2019	PL	9682
28.03.2019	PL	9237
28.03.2019	RU	6489
28.03.2019	SE	9249
28.03.2019	SY	9553
28.03.2019	TH	12788
28.03.2019	TH	5022
28.03.2019	TH	5022
28.03.2019	TR	5022
28.03.2019	TW	5022
28.03.2019	TW	5022
28.03.2019	UA	5071
28.03.2019	UA	5119
28.03.2019	UA	4890
28.03.2019	UA	4890
28.03.2019	UA	5132
28.03.2019	UA	4983
28.03.2019	US	5136
28.03.2019	US	5078
28.03.2019	US	5134
28.03.2019	US	4917
28.03.2019	US	13255
28.03.2019	US	15088
28.03.2019	US	9434
28.03.2019	US	9438
28.03.2019	US	9451
28.03.2019	US	8377
28.03.2019	US	12787
28.03.2019	US	13303
28.03.2019	US	14884
28.03.2019	US	6683
28.03.2019	US	11998
28.03.2019	US	11998
28.03.2019	US	11109
28.03.2019	US	11405
28.03.2019	US	11435
28.03.2019	US	11435
28.03.2019	US	8581
28.03.2019	US	8630
28.03.2019	US	4182
28.03.2019	US	4182
28.03.2019	US	15193
28.03.2019	US	2489
28.03.2019	US	7302
28.03.2019	US	7302
28.03.2019	VN	7218
28.03.2019	ZA	7218
28.03.2019	ZW	11464
29.03.2019	AR	12015
29.03.2019	AR	12015
29.03.2019	AT	9963
29.03.2019	AT	11731
29.03.2019	AT	11332
29.03.2019	AT	11332
29.03.2019	BD	11006
29.03.2019	BR	11499
29.03.2019	BR	11659
29.03.2019	CH	11945
29.03.2019	CL	11945
29.03.2019	CL	11934
29.03.2019	CL	11934
29.03.2019	CO	11935
29.03.2019	DE	11548
29.03.2019	DE	11296
29.03.2019	DE	5118
29.03.2019	DK	5938
29.03.2019	EE	11085
29.03.2019	ES	11383
29.03.2019	ES	12054
29.03.2019	FI	11484
29.03.2019	FI	11484
29.03.2019	FR	11270
29.03.2019	FR	11846
29.03.2019	FR	11846
29.03.2019	GB	11846
29.03.2019	GR	11380
29.03.2019	GR	11431
29.03.2019	HK	11206
29.03.2019	HU	11792
29.03.2019	IL	8529
29.03.2019	IN	7492
29.03.2019	IN	15142
29.03.2019	IN	8639
29.03.2019	IN	11672
29.03.2019	IN	7353
29.03.2019	IN	7372
29.03.2019	IN	7413
29.03.2019	IN	6843
29.03.2019	IN	4208
29.03.2019	IN	3455
29.03.2019	IQ	11536
29.03.2019	IR	15780
29.03.2019	IR	11594
29.03.2019	IT	11211
29.03.2019	IT	7347
29.03.2019	IT	8602
29.03.2019	IT	15153
29.03.2019	IT	8575
29.03.2019	KH	15164
29.03.2019	KR	15136
29.03.2019	KZ	9364
29.03.2019	LT	9364
29.03.2019	MA	4184
29.03.2019	MV	15209
29.03.2019	NL	11702
29.03.2019	NL	11702
29.03.2019	NO	4667
29.03.2019	PH	11505
29.03.2019	PL	11508
29.03.2019	PL	11632
29.03.2019	PL	11632
29.03.2019	RO	11634
29.03.2019	RS	15748
29.03.2019	RU	4214
29.03.2019	RU	14985
29.03.2019	SD	8662
29.03.2019	SD	15158
29.03.2019	SE	15188
29.03.2019	SK	15188
29.03.2019	TH	15195
29.03.2019	TH	11161
29.03.2019	TH	14428
29.03.2019	TH	14530
29.03.2019	TH	14423
29.03.2019	TR	14483
29.03.2019	TR	9529
29.03.2019	TR	10386
29.03.2019	UA	9492
29.03.2019	UA	9492
29.03.2019	UA	9682
29.03.2019	US	12610
29.03.2019	US	5093
29.03.2019	US	5022
29.03.2019	US	5022
29.03.2019	US	5069
29.03.2019	US	5068
29.03.2019	US	5112
29.03.2019	US	5020
29.03.2019	US	5058
29.03.2019	US	4983
29.03.2019	US	5061
29.03.2019	US	5136
29.03.2019	US	5078
29.03.2019	US	5062
29.03.2019	US	5062
29.03.2019	US	4885
29.03.2019	US	5134
29.03.2019	US	5134
29.03.2019	US	4894
29.03.2019	US	4942
29.03.2019	US	5546
29.03.2019	US	1763
29.03.2019	US	8019
29.03.2019	US	9438
29.03.2019	US	9451
29.03.2019	US	9444
29.03.2019	US	9444
29.03.2019	US	8193
29.03.2019	US	9720
29.03.2019	US	6854
29.03.2019	US	7058
29.03.2019	US	7058
29.03.2019	US	13998
29.03.2019	US	13965
29.03.2019	US	14876
29.03.2019	US	7023
29.03.2019	US	11970
29.03.2019	UZ	11109
29.03.2019	UZ	11109
29.03.2019	VN	12081
29.03.2019	ZA	12010
29.03.2019	ZA	11224
30.03.2019	AL	8581
30.03.2019	AM	15182
30.03.2019	AT	15182
30.03.2019	AT	15182
30.03.2019	AT	15182
30.03.2019	AU	4186
30.03.2019	BA	11528
30.03.2019	BD	11528
30.03.2019	BE	7302
30.03.2019	BE	7262
30.03.2019	BO	7218
30.03.2019	BR	11468
30.03.2019	BR	11458
30.03.2019	BR	11458
30.03.2019	CH	15154
30.03.2019	CH	12015
30.03.2019	CO	12019
30.03.2019	CZ	12017
30.03.2019	CZ	10943
30.03.2019	DE	10943
30.03.2019	DE	9955
30.03.2019	EG	11731
30.03.2019	ES	11853
30.03.2019	ES	11332
30.03.2019	ES	10920
30.03.2019	ES	11006
30.03.2019	ES	11005
30.03.2019	FI	11661
30.03.2019	FI	11080
30.03.2019	FI	11934
30.03.2019	GB	11935
30.03.2019	GB	11935
30.03.2019	GB	11153
30.03.2019	GB	8644
30.03.2019	GB	11656
30.03.2019	GB	11648
30.03.2019	GR	11645
30.03.2019	GR	11544
30.03.2019	GR	4962
30.03.2019	HK	5026
30.03.2019	HN	5051
30.03.2019	HU	11092
30.03.2019	IE	11032
30.03.2019	IE	11094
30.03.2019	IE	11105
30.03.2019	IE	12003
30.03.2019	IL	11911
30.03.2019	IL	11635
30.03.2019	IN	11484
30.03.2019	IN	11484
30.03.2019	IN	11484
30.03.2019	IN	11270
30.03.2019	IN	11270
30.03.2019	IQ	10968
30.03.2019	IR	11263
30.03.2019	IR	11277
30.03.2019	IT	11855
30.03.2019	IT	11206
30.03.2019	JO	8529
30.03.2019	KE	15140
30.03.2019	KG	7492
30.03.2019	KZ	7280
30.03.2019	KZ	7495
30.03.2019	LA	4208
30.03.2019	LT	7219
30.03.2019	MA	7292
30.03.2019	MN	15189
30.03.2019	MN	7330
30.03.2019	MX	11013
30.03.2019	MX	11013
30.03.2019	NL	11013
30.03.2019	NO	11211
30.03.2019	PE	8601
30.03.2019	PH	8602
30.03.2019	PH	7212
30.03.2019	PH	15201
30.03.2019	PH	11505
30.03.2019	PL	11508
30.03.2019	PL	11508
30.03.2019	PT	11634
30.03.2019	PT	11634
30.03.2019	PT	4214
30.03.2019	RO	15181
30.03.2019	RO	15181
30.03.2019	RS	15181
30.03.2019	RU	15158
30.03.2019	RU	7362
30.03.2019	RU	4203
30.03.2019	RU	15188
30.03.2019	SE	11917
30.03.2019	SI	145
30.03.2019	SI	804
30.03.2019	TH	12632
30.03.2019	TH	12632
30.03.2019	TH	5126
30.03.2019	TH	4989
30.03.2019	TH	4881
30.03.2019	TH	5134
30.03.2019	TR	5131
30.03.2019	TR	5116
30.03.2019	TR	527
30.03.2019	TW	7711
30.03.2019	UA	9434
30.03.2019	UA	9451
30.03.2019	UA	891
30.03.2019	UA	9545
30.03.2019	UA	11386
30.03.2019	US	11974
30.03.2019	US	12010
30.03.2019	US	15536
30.03.2019	US	8581
30.03.2019	US	1307
30.03.2019	US	11528
30.03.2019	US	10943
30.03.2019	US	10943
30.03.2019	US	10943
30.03.2019	US	11731
30.03.2019	US	11006
30.03.2019	US	11656
30.03.2019	US	11911
30.03.2019	US	11635
30.03.2019	US	11846
30.03.2019	US	11206
30.03.2019	US	11108
30.03.2019	US	7495
30.03.2019	US	15169
30.03.2019	US	11261
30.03.2019	US	4184
30.03.2019	US	11508
30.03.2019	US	11634
30.03.2019	US	11634
30.03.2019	US	11634
30.03.2019	US	11119
30.03.2019	US	15158
30.03.2019	US	15188
30.03.2019	US	11917
30.03.2019	US	11161
30.03.2019	US	14501
30.03.2019	US	13209
30.03.2019	US	13209
30.03.2019	US	2069
30.03.2019	US	12718
30.03.2019	US	5097
30.03.2019	VE	5120
30.03.2019	VN	4895
30.03.2019	ZA	5008
01.02.2019	AT	821
01.02.2019	BR	9642
01.02.2019	CH	5022
01.02.2019	CH	4970
01.02.2019	CZ	5008
01.02.2019	DE	4894
01.02.2019	DE	4894
01.02.2019	DE	8008
01.02.2019	DE	9441
01.02.2019	FI	9444
01.02.2019	FR	10727
01.02.2019	ID	8630
01.02.2019	IN	4182
01.02.2019	IT	8537
01.02.2019	MU	11325
01.02.2019	NL	11528
01.02.2019	NL	12019
01.02.2019	NZ	12019
01.02.2019	NZ	10943
01.02.2019	PL	10941
01.02.2019	PL	11332
01.02.2019	PL	11011
01.02.2019	SE	11935
01.02.2019	UA	11935
01.02.2019	UA	12036
01.02.2019	US	12036
01.02.2019	US	11604
01.02.2019	US	11296
01.02.2019	US	11656
01.02.2019	US	11956
01.02.2019	US	11956
01.02.2019	US	15192
01.02.2019	US	11438
01.02.2019	US	11792
01.02.2019	US	7492
01.02.2019	US	7492
01.02.2019	US	7353
01.02.2019	US	7219
01.02.2019	US	11590
01.02.2019	US	4195
01.02.2019	US	4184
01.02.2019	US	11508
01.02.2019	US	11508
01.02.2019	ZA	15181
02.02.2019	BD	15181
02.02.2019	BE	15158
02.02.2019	BO	7044
02.02.2019	BY	1898
02.02.2019	CA	9612
02.02.2019	DE	9612
02.02.2019	DE	12748
02.02.2019	DE	12749
02.02.2019	GB	5022
02.02.2019	GB	4890
02.02.2019	GB	4999
02.02.2019	GB	5062
02.02.2019	HU	5062
02.02.2019	HU	4894
02.02.2019	ID	9438
02.02.2019	IN	9451
02.02.2019	IN	12909
02.02.2019	IN	6811
02.02.2019	IN	13450
02.02.2019	IN	11386
02.02.2019	IT	12010
02.02.2019	IT	8653
02.02.2019	LT	8626
02.02.2019	PH	11002
02.02.2019	PK	11528
02.02.2019	PL	12019
02.02.2019	PL	10941
02.02.2019	PL	11332
02.02.2019	PY	11935
02.02.2019	RU	8595
02.02.2019	RU	11656
02.02.2019	RU	6030
02.02.2019	SE	11635
02.02.2019	UA	10970
02.02.2019	UA	11431
02.02.2019	UA	11675
02.02.2019	US	7102
02.02.2019	US	15160
02.02.2019	US	8561
02.02.2019	US	8530
02.02.2019	US	11505
02.02.2019	US	4214
02.02.2019	US	4214
02.02.2019	US	15181
02.02.2019	US	15188
02.02.2019	US	7425
03.02.2019	AM	811
03.02.2019	AR	811
03.02.2019	AT	13413
03.02.2019	AT	12663
03.02.2019	AU	12729
03.02.2019	AU	5012
03.02.2019	BR	6582
03.02.2019	BR	6582
03.02.2019	CA	9434
03.02.2019	DE	12403
03.02.2019	DE	12403
03.02.2019	FR	12642
03.02.2019	FR	1487
03.02.2019	FR	11998
03.02.2019	IN	11224
03.02.2019	IR	11981
03.02.2019	IT	11891
03.02.2019	IT	15114
03.02.2019	MX	15114
03.02.2019	PL	15154
03.02.2019	RO	8656
03.02.2019	SE	11011
03.02.2019	TR	11006
03.02.2019	US	8592
03.02.2019	US	11987
03.02.2019	US	11604
03.02.2019	US	11961
03.02.2019	US	7492
03.02.2019	US	15142
03.02.2019	US	8561
03.02.2019	US	11211
03.02.2019	US	11505
03.02.2019	US	11508
03.02.2019	US	11634
03.02.2019	VN	15418
04.02.2019	BG	14434
04.02.2019	CA	937
04.02.2019	CA	12800
04.02.2019	CA	12729
04.02.2019	CH	4022
04.02.2019	CH	4997
04.02.2019	DE	4883
04.02.2019	DE	5091
04.02.2019	DE	4894
04.02.2019	DE	13389
04.02.2019	DE	9434
04.02.2019	FR	9444
04.02.2019	GB	14104
04.02.2019	IT	11974
04.02.2019	IT	11998
04.02.2019	IT	11109
04.02.2019	IT	11994
04.02.2019	KR	8649
04.02.2019	KR	15182
04.02.2019	MT	11461
04.02.2019	MY	10941
04.02.2019	MY	7199
04.02.2019	MY	11011
04.02.2019	MY	11006
04.02.2019	PH	11659
04.02.2019	PL	11934
04.02.2019	PL	11935
04.02.2019	PL	11433
04.02.2019	RU	7498
04.02.2019	SK	11645
04.02.2019	UA	11383
04.02.2019	US	11270
04.02.2019	US	11263
04.02.2019	US	7447
04.02.2019	US	15142
04.02.2019	US	4208
04.02.2019	US	15166
04.02.2019	US	7395
04.02.2019	US	7395
04.02.2019	US	11505
04.02.2019	US	11508
04.02.2019	US	11632
04.02.2019	US	11169
04.02.2019	US	7099
04.02.2019	US	1294
04.02.2019	US	837
04.02.2019	US	13482
05.02.2019	AT	4970
05.02.2019	BR	2256
05.02.2019	DE	6383
05.02.2019	DE	9442
05.02.2019	DO	7015
05.02.2019	ES	7015
05.02.2019	FR	15615
05.02.2019	GR	10658
05.02.2019	HK	15696
05.02.2019	IT	11523
05.02.2019	MX	11523
05.02.2019	NL	7302
